# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   57487   2   -4.129749    1.828847E-04    1.439284E-04    2.645382E+02    3.361394E+02
   57488   2   -4.141435    1.823525E-04    1.456804E-04    2.653104E+02    3.320968E+02
   57489   2   -4.152638    1.818316E-04    1.474392E-04    2.660703E+02    3.281352E+02
   57490   2   -4.163329    1.815382E-04    1.493768E-04    2.665004E+02    3.238790E+02
   57491   2   -4.173479    1.814505E-04    1.514739E-04    2.666292E+02    3.193949E+02
   57492   2   -4.183062    1.815440E-04    1.537052E-04    2.664918E+02    3.147583E+02
   57493   2   -4.192055    1.817933E-04    1.560403E-04    2.661265E+02    3.100481E+02
   57494   2   -4.200437    1.821712E-04    1.584432E-04    2.655743E+02    3.053459E+02
   57495   2   -4.208187    1.826475E-04    1.608712E-04    2.648817E+02    3.007374E+02
   57496   2   -4.215290    1.831584E-04    1.632479E-04    2.641430E+02    2.963591E+02
   57497   2   -4.221729    1.834052E-04    1.652783E-04    2.637875E+02    2.927185E+02
   57498   2   -4.227494    1.823326E-04    1.659555E-04    2.653393E+02    2.915239E+02
   57499   2   -4.232572    1.779473E-04    1.633638E-04    2.718783E+02    2.961489E+02
   57500   2   -4.236954    1.686149E-04    1.558793E-04    2.869260E+02    3.103684E+02
   57501   2   -4.240633    1.548384E-04    1.438906E-04    3.124549E+02    3.362276E+02
   57502   2   -4.243603    1.392476E-04    1.298552E-04    3.474388E+02    3.725688E+02
   57503   2   -4.245860    1.249687E-04    1.167692E-04    3.871368E+02    4.143217E+02
   57504   2   -4.247399    1.142719E-04    1.068485E-04    4.233763E+02    4.527906E+02
   57505   2   -4.248218    1.083132E-04    1.012466E-04    4.466676E+02    4.778430E+02
   57506   2   -4.248317    1.029174E-04    9.834221E-05    4.700858E+02    4.919556E+02
   57507   2   -4.247695    1.083301E-04    1.030673E-04    4.465980E+02    4.694019E+02
   57508   2   -4.246353    1.185740E-04    1.121644E-04    4.080151E+02    4.313313E+02
   57509   2   -4.244292    1.326338E-04    1.245818E-04    3.647636E+02    3.883392E+02
   57510   2   -4.241516    1.483822E-04    1.382466E-04    3.260499E+02    3.499544E+02
   57511   2   -4.238028    1.627363E-04    1.502713E-04    2.972908E+02    3.219510E+02
   57512   2   -4.233835    1.729448E-04    1.581852E-04    2.797425E+02    3.058441E+02
   57513   2   -4.228943    1.782981E-04    1.614661E-04    2.713433E+02    2.996295E+02
   57514   2   -4.223360    1.802926E-04    1.615890E-04    2.683416E+02    2.994015E+02
   57515   2   -4.217096    1.808855E-04    1.603823E-04    2.674619E+02    3.016543E+02
   57516   2   -4.210164    1.811247E-04    1.588122E-04    2.671088E+02    3.046366E+02
   57517   2   -4.202577    1.812907E-04    1.571465E-04    2.668642E+02    3.078655E+02
   57518   2   -4.194351    1.814263E-04    1.554373E-04    2.666648E+02    3.112509E+02
   57519   2   -4.185504    1.815440E-04    1.537052E-04    2.664918E+02    3.147583E+02
   57520   2   -4.176058    1.816586E-04    1.519680E-04    2.663238E+02    3.183566E+02
   57521   2   -4.166033    1.817891E-04    1.502420E-04    2.661326E+02    3.220138E+02
   57522   2   -4.155457    1.819603E-04    1.485444E-04    2.658822E+02    3.256939E+02
   57523   2   -4.144355    1.822006E-04    1.468916E-04    2.655315E+02    3.293586E+02
   57524   2   -4.132757    1.823134E-04    1.451204E-04    2.653672E+02    3.333784E+02
   57525   2   -4.120696    1.765268E-04    1.387401E-04    2.740660E+02    3.487096E+02
   57526   2   -4.108205    1.307784E-04    1.016085E-04    3.699387E+02    4.761411E+02
   57784   2   -4.100936    1.023296E-04    7.763732E-05    4.727861E+02    6.231539E+02
   57785   2   -4.113928    1.706299E-04    1.313227E-04    2.835376E+02    3.684056E+02
   57786   2   -4.126532    1.830148E-04    1.431037E-04    2.643502E+02    3.380764E+02
   57787   2   -4.138712    1.827163E-04    1.451458E-04    2.647821E+02    3.333200E+02
   57788   2   -4.150432    1.820233E-04    1.468721E-04    2.657901E+02    3.294023E+02
   57789   2   -4.161659    1.815656E-04    1.487800E-04    2.664601E+02    3.251782E+02
   57790   2   -4.172362    1.813291E-04    1.508588E-04    2.668077E+02    3.206973E+02
   57791   2   -4.182511    1.812907E-04    1.530867E-04    2.668642E+02    3.160300E+02
   57792   2   -4.192078    1.814263E-04    1.554373E-04    2.666648E+02    3.112509E+02
   57793   2   -4.201038    1.817104E-04    1.578784E-04    2.662479E+02    3.064383E+02
   57794   2   -4.209368    1.821124E-04    1.603698E-04    2.656600E+02    3.016777E+02
   57795   2   -4.217047    1.825368E-04    1.628087E-04    2.650425E+02    2.971586E+02
   57796   2   -4.224056    1.823954E-04    1.646380E-04    2.652480E+02    2.938569E+02
   57797   2   -4.230380    1.795401E-04    1.638362E-04    2.694663E+02    2.952950E+02
   57798   2   -4.236003    1.702873E-04    1.568707E-04    2.841081E+02    3.084068E+02
   57799   2   -4.240913    1.526601E-04    1.417138E-04    3.169132E+02    3.413923E+02
   57800   2   -4.245100    1.292456E-04    1.206591E-04    3.743260E+02    4.009644E+02
   57801   2   -4.248554    1.053645E-04    9.872670E-05    4.591680E+02    4.900397E+02
   57809   2   -4.249324    1.008539E-04    9.564637E-05    4.797038E+02    5.058216E+02
   57810   2   -4.246056    1.245378E-04    1.169751E-04    3.884765E+02    4.135924E+02
   57811   2   -4.242054    1.482462E-04    1.378184E-04    3.263491E+02    3.510416E+02
   57812   2   -4.237324    1.666038E-04    1.532427E-04    2.903895E+02    3.157083E+02
   57813   2   -4.231877    1.767654E-04    1.608318E-04    2.736960E+02    3.008112E+02
   57814   2   -4.225723    1.804860E-04    1.624063E-04    2.680541E+02    2.978948E+02
   57815   2   -4.218878    1.813832E-04    1.613662E-04    2.667281E+02    2.998149E+02
   57816   2   -4.211355    1.815998E-04    1.596804E-04    2.664100E+02    3.029802E+02
   57817   2   -4.203172    1.817104E-04    1.578784E-04    2.662479E+02    3.064383E+02
   57818   2   -4.194351    1.817933E-04    1.560403E-04    2.661265E+02    3.100481E+02
   57819   2   -4.184913    1.818659E-04    1.541871E-04    2.660201E+02    3.137747E+02
   57820   2   -4.174881    1.819469E-04    1.523358E-04    2.659017E+02    3.175879E+02
   57821   2   -4.164285    1.820597E-04    1.505032E-04    2.657369E+02    3.214549E+02
   57822   2   -4.153151    1.822335E-04    1.487071E-04    2.654836E+02    3.253374E+02
   57823   2   -4.141511    1.824950E-04    1.469605E-04    2.651032E+02    3.292042E+02
   57824   2   -4.129398    1.822528E-04    1.447902E-04    2.654554E+02    3.341387E+02
   57825   2   -4.116848    1.697338E-04    1.330660E-04    2.850346E+02    3.635789E+02
   57826   2   -4.103896    1.031010E-04    7.986629E-05    4.692484E+02    6.057625E+02
   58084   2   -4.109254    1.543785E-04    1.177914E-04    3.133856E+02    4.107260E+02
   58085   2   -4.122294    1.822008E-04    1.413328E-04    2.655312E+02    3.423126E+02
   58086   2   -4.134938    1.832007E-04    1.444954E-04    2.640819E+02    3.348204E+02
   58087   2   -4.147149    1.823442E-04    1.462020E-04    2.653224E+02    3.309121E+02
   58088   2   -4.158890    1.817063E-04    1.480724E-04    2.662539E+02    3.267320E+02
   58089   2   -4.170127    1.813044E-04    1.501231E-04    2.668441E+02    3.222688E+02
   58090   2   -4.180826    1.811165E-04    1.523354E-04    2.671209E+02    3.175887E+02
   58091   2   -4.190956    1.811200E-04    1.546860E-04    2.671158E+02    3.127627E+02
   58092   2   -4.200488    1.812907E-04    1.571465E-04    2.668642E+02    3.078655E+02
   58093   2   -4.209396    1.815998E-04    1.596804E-04    2.664100E+02    3.029802E+02
   58094   2   -4.217653    1.819344E-04    1.621723E-04    2.659201E+02    2.983247E+02
   58095   2   -4.225238    1.814471E-04    1.638347E-04    2.666342E+02    2.952976E+02
   58096   2   -4.232131    1.768037E-04    1.615540E-04    2.736368E+02    2.994664E+02
   58097   2   -4.238312    1.624884E-04    1.500444E-04    2.977443E+02    3.224378E+02
   58098   2   -4.243767    1.367460E-04    1.273741E-04    3.537945E+02    3.798260E+02
   58099   2   -4.248481    1.053086E-04    9.873299E-05    4.594116E+02    4.900085E+02
   58110   2   -4.249492    1.023081E-04    9.662803E-05    4.728851E+02    5.006829E+02
   58111   2   -4.244952    1.338921E-04    1.250269E-04    3.613357E+02    3.869567E+02
   58112   2   -4.239666    1.602531E-04    1.479331E-04    3.018974E+02    3.270397E+02
   58113   2   -4.233647    1.753907E-04    1.600546E-04    2.758413E+02    3.022718E+02
   58114   2   -4.226910    1.808033E-04    1.630882E-04    2.675837E+02    2.966494E+02
   58115   2   -4.219473    1.819344E-04    1.621723E-04    2.659201E+02    2.983247E+02
   58116   2   -4.211355    1.821124E-04    1.603698E-04    2.656600E+02    3.016777E+02
   58117   2   -4.202577    1.821712E-04    1.584432E-04    2.655743E+02    3.053459E+02
   58118   2   -4.193164    1.822100E-04    1.564877E-04    2.655178E+02    3.091618E+02
   58119   2   -4.183142    1.822499E-04    1.545236E-04    2.654596E+02    3.130914E+02
   58120   2   -4.172540    1.823137E-04    1.525683E-04    2.653668E+02    3.171039E+02
   58121   2   -4.161387    1.824295E-04    1.506398E-04    2.651983E+02    3.211635E+02
   58122   2   -4.149718    1.826313E-04    1.487575E-04    2.649053E+02    3.252273E+02
   58123   2   -4.137565    1.829203E-04    1.469125E-04    2.644868E+02    3.293117E+02
   58124   2   -4.124966    1.813091E-04    1.435431E-04    2.668371E+02    3.370416E+02
   58125   2   -4.111959    1.538309E-04    1.201347E-04    3.145011E+02    4.027147E+02
   58383   2   -4.103632    1.221115E-04    9.225686E-05    3.961954E+02    5.244055E+02
   58384   2   -4.117071    1.776679E-04    1.364960E-04    2.723058E+02    3.544427E+02
   58385   2   -4.130146    1.836931E-04    1.436286E-04    2.633741E+02    3.368411E+02
   58386   2   -4.142817    1.828044E-04    1.454243E-04    2.646545E+02    3.326816E+02
   58387   2   -4.155046    1.819727E-04    1.472514E-04    2.658641E+02    3.285537E+02
   58388   2   -4.166793    1.813898E-04    1.492655E-04    2.667185E+02    3.241203E+02
   58389   2   -4.178023    1.810357E-04    1.514515E-04    2.672401E+02    3.194421E+02
   58390   2   -4.188701    1.808890E-04    1.537891E-04    2.674569E+02    3.145867E+02
   58391   2   -4.198794    1.809272E-04    1.562533E-04    2.674003E+02    3.096256E+02
   58392   2   -4.208272    1.811247E-04    1.588122E-04    2.671088E+02    3.046366E+02
   58393   2   -4.217105    1.813832E-04    1.613662E-04    2.667281E+02    2.998149E+02
   58394   2   -4.225268    1.808033E-04    1.630882E-04    2.675837E+02    2.966494E+02
   58395   2   -4.232735    1.752496E-04    1.601434E-04    2.760635E+02    3.021043E+02
   58396   2   -4.239484    1.573644E-04    1.455057E-04    3.074394E+02    3.324956E+02
   58397   2   -4.245496    1.253574E-04    1.170845E-04    3.859366E+02    4.132059E+02
   58411   2   -4.246699    1.239803E-04    1.160068E-04    3.902234E+02    4.170446E+02
   58412   2   -4.240841    1.566182E-04    1.448176E-04    3.089040E+02    3.340754E+02
   58413   2   -4.234238    1.752496E-04    1.601434E-04    2.760635E+02    3.021043E+02
   58414   2   -4.226910    1.814471E-04    1.638347E-04    2.666342E+02    2.952976E+02
   58415   2   -4.218878    1.825368E-04    1.628087E-04    2.650425E+02    2.971586E+02
   58416   2   -4.210164    1.826475E-04    1.608712E-04    2.648817E+02    3.007374E+02
   58417   2   -4.200796    1.826624E-04    1.588300E-04    2.648602E+02    3.046023E+02
   58418   2   -4.190801    1.826701E-04    1.567674E-04    2.648490E+02    3.086100E+02
   58419   2   -4.180209    1.826943E-04    1.547031E-04    2.648140E+02    3.127280E+02
   58420   2   -4.169053    1.827620E-04    1.526553E-04    2.647158E+02    3.169233E+02
   58421   2   -4.157367    1.829063E-04    1.506436E-04    2.645070E+02    3.211553E+02
   58422   2   -4.145188    1.831650E-04    1.486891E-04    2.641334E+02    3.253770E+02
   58423   2   -4.132553    1.833709E-04    1.466491E-04    2.638369E+02    3.299031E+02
   58424   2   -4.119501    1.767742E-04    1.392636E-04    2.736825E+02    3.473988E+02
   58425   2   -4.106073    1.222311E-04    9.495558E-05    3.958075E+02    5.095014E+02
   58683   2   -4.110908    1.619746E-04    1.230471E-04    2.986888E+02    3.931827E+02
   58684   2   -4.124377    1.834869E-04    1.419860E-04    2.636701E+02    3.407378E+02
   58685   2   -4.137474    1.834103E-04    1.445322E-04    2.637802E+02    3.347351E+02
   58686   2   -4.150159    1.823817E-04    1.463177E-04    2.652678E+02    3.306504E+02
   58687   2   -4.162389    1.816021E-04    1.482860E-04    2.664066E+02    3.262614E+02
   58688   2   -4.174126    1.810654E-04    1.504350E-04    2.671963E+02    3.216007E+02
   58689   2   -4.185332    1.807511E-04    1.527472E-04    2.676609E+02    3.167325E+02
   58690   2   -4.195971    1.806384E-04    1.552007E-04    2.678280E+02    3.117254E+02
   58691   2   -4.206007    1.807044E-04    1.577681E-04    2.677301E+02    3.066525E+02
   58692   2   -4.215409    1.808855E-04    1.603823E-04    2.674619E+02    3.016543E+02
   58693   2   -4.224145    1.804860E-04    1.624063E-04    2.680541E+02    2.978948E+02
   58694   2   -4.232188    1.753907E-04    1.600546E-04    2.758413E+02    3.022718E+02
   58695   2   -4.239511    1.566182E-04    1.448176E-04    3.089040E+02    3.340754E+02
   58696   2   -4.246090    1.208957E-04    1.131091E-04    4.001798E+02    4.277286E+02
   58711   2   -4.247284    1.208957E-04    1.131091E-04    4.001798E+02    4.277286E+02
   58712   2   -4.240841    1.573644E-04    1.455057E-04    3.074394E+02    3.324956E+02
   58713   2   -4.233647    1.768037E-04    1.615540E-04    2.736368E+02    2.994664E+02
   58714   2   -4.225724    1.823954E-04    1.646380E-04    2.652480E+02    2.938569E+02
   58715   2   -4.217096    1.831584E-04    1.632479E-04    2.641430E+02    2.963591E+02
   58716   2   -4.207793    1.831932E-04    1.611697E-04    2.640927E+02    3.001804E+02
   58717   2   -4.197844    1.831779E-04    1.590248E-04    2.641148E+02    3.042293E+02
   58718   2   -4.187281    1.831721E-04    1.568667E-04    2.641231E+02    3.084148E+02
   58719   2   -4.176138    1.832027E-04    1.547149E-04    2.640791E+02    3.127043E+02
   58720   2   -4.164452    1.833013E-04    1.525893E-04    2.639371E+02    3.170603E+02
   58721   2   -4.152260    1.835058E-04    1.505117E-04    2.636430E+02    3.214368E+02
   58722   2   -4.139602    1.838450E-04    1.484944E-04    2.631565E+02    3.258034E+02
   58723   2   -4.126518    1.831452E-04    1.456075E-04    2.641619E+02    3.322632E+02
   58724   2   -4.113050    1.612783E-04    1.262573E-04    2.999783E+02    3.831858E+02
   58982   2   -4.103854    1.241075E-04    9.311689E-05    3.898234E+02    5.195620E+02
   58983   2   -4.117678    1.790777E-04    1.368960E-04    2.701620E+02    3.534070E+02
   58984   2   -4.131164    1.840657E-04    1.434411E-04    2.628409E+02    3.372813E+02
   58985   2   -4.144270    1.829504E-04    1.452747E-04    2.644432E+02    3.330242E+02
   58986   2   -4.156952    1.819595E-04    1.471876E-04    2.658833E+02    3.286963E+02
   58987   2   -4.169168    1.812247E-04    1.492885E-04    2.669614E+02    3.240706E+02
   58988   2   -4.180878    1.807266E-04    1.515628E-04    2.676972E+02    3.192075E+02
   58989   2   -4.192041    1.804453E-04    1.539916E-04    2.681145E+02    3.141731E+02
   58990   2   -4.202620    1.803602E-04    1.565508E-04    2.682410E+02    3.090371E+02
   58991   2   -4.212579    1.804358E-04    1.591997E-04    2.681287E+02    3.038951E+02
   58992   2   -4.221881    1.802926E-04    1.615890E-04    2.683416E+02    2.994015E+02
   58993   2   -4.230496    1.767654E-04    1.608318E-04    2.736960E+02    3.008112E+02
   58994   2   -4.238393    1.602531E-04    1.479331E-04    3.018974E+02    3.270397E+02
   58995   2   -4.245544    1.239803E-04    1.160068E-04    3.902234E+02    4.170446E+02
   59011   2   -4.246700    1.253574E-04    1.170845E-04    3.859366E+02    4.132059E+02
   59012   2   -4.239666    1.624884E-04    1.500444E-04    2.977443E+02    3.224378E+02
   59013   2   -4.231877    1.795401E-04    1.638362E-04    2.694663E+02    2.952950E+02
   59014   2   -4.223360    1.834052E-04    1.652783E-04    2.637875E+02    2.927185E+02
   59015   2   -4.214145    1.837615E-04    1.634500E-04    2.632760E+02    2.959927E+02
   59016   2   -4.204262    1.837435E-04    1.612503E-04    2.633018E+02    3.000304E+02
   59017   2   -4.193747    1.837171E-04    1.590151E-04    2.633396E+02    3.042478E+02
   59018   2   -4.182636    1.837204E-04    1.567756E-04    2.633349E+02    3.085939E+02
   59019   2   -4.170965    1.837843E-04    1.545524E-04    2.632434E+02    3.130330E+02
   59020   2   -4.158776    1.839457E-04    1.523676E-04    2.630124E+02    3.175215E+02
